ActualPrice,PredictedPrice
200.0,152.09726724801095
254.99999999999994,201.8717661798182
64.99999999999997,51.82430637384217
60.00000000000001,56.15190722604701
154.00000000000003,143.43896746761865
100.00000000000003,126.77248814011413
165.00000000000006,124.19994631179429
103.99999999999997,106.17553233222208
135.00000000000006,94.91660316099559
114.99999999999999,150.55791644383226
294.99999999999994,201.5463590035881
70.0,94.83709969955991
100.00000000000003,98.53631067928805
150.0,203.19037834676496
100.00000000000003,126.36859673670342
75.0,73.77091595772623
249.9999999999999,207.48290306262402
84.99999999999997,72.97926239762438
81.00000000000001,119.82529444859934
26.999999999999996,27.434838468098995
86.0,85.84366606677126
75.0,56.42782599416443
248.9999999999999,221.7010645305013
69.00000000000003,96.39571717892161
129.99999999999994,107.40143930047738
50.0,55.17149775534322
80.00000000000003,123.52993849367569
100.00000000000003,93.92561538494856
109.99999999999997,84.59500858917323
99.00000000000004,130.93167354299752
100.00000000000003,133.48743128336213
30.0,36.193854001244965
158.0,152.5146350540945
200.0,181.98833481312522
100.00000000000003,151.1237786079495
40.00000000000001,68.15122015917564
249.9999999999999,252.6518509764355
125.0,76.1366898071338
89.99999999999997,79.60722731341387
64.99999999999997,63.18375496692234
218.00000000000003,244.22221178205757
78.99999999999997,90.90366296155904
299.9999999999999,212.29465346353786
78.99999999999997,67.8798594348422
114.99999999999999,77.11683241334022
78.99999999999997,58.99863804121569
160.00000000000003,141.95284123372574
104.99999999999997,77.65175952962183
45.0,82.09889865059498
100.00000000000003,61.048021664095415
50.0,58.2446833867021
269.00000000000006,218.60842299013575
84.99999999999997,110.80729674035825
73.00000000000003,76.96325149185236
200.0,199.4193382107188
42.0,42.47988338626489
118.99999999999997,125.63656407754272
170.00000000000009,143.51616082674315
89.99999999999997,80.09715250714245
125.0,144.3731448973811
148.99999999999997,158.30371470868772
50.0,101.61068066220867
100.00000000000003,93.48571906117651
102.99999999999999,101.85365243233909
100.00000000000003,79.7887575232885
100.00000000000003,91.9962822286689
64.99999999999997,63.302416657957764
50.0,70.17492011340914
70.0,60.53570114826337
132.99999999999997,142.37583117919405
190.0,185.01992346032765
128.99999999999997,145.14357641609186
89.99999999999997,111.52228998644331
200.0,177.06339211829712
120.00000000000003,130.56813917112828
60.00000000000001,56.03189071916127
100.00000000000003,127.08442331043433
99.00000000000004,116.491836345342
145.0,155.23616037780798
35.0,53.3492890581779
210.99999999999997,195.44600225437605
249.9999999999999,237.5331590832623
100.00000000000003,78.53130044021259
48.99999999999999,55.893560382296165
298.99999999999994,208.82676485864056
114.99999999999999,120.14572203552538
260.00000000000006,268.41341591593823
35.0,55.335721371653605
45.0,55.54645911600934
109.99999999999997,129.18864446210193
239.99999999999994,254.40443727739333
89.99999999999997,98.9458081908859
40.00000000000001,62.67581886660737
120.00000000000003,88.36987547144344
140.00000000000003,156.93213717743566
129.99999999999994,137.72104238017445
50.0,61.21133285417974
243.00000000000006,234.91437407459037
70.0,69.37915897995569
100.00000000000003,74.9825063972781
198.99999999999991,182.60077680890245
94.99999999999999,84.61188776467641
121.00000000000003,86.65697045796928
51.00000000000001,49.53113301916375
125.0,151.71732859555138
165.00000000000006,160.29814713514918
78.0,55.97184248866203
200.0,187.94200762363133
100.00000000000003,110.26354599497482
200.0,194.58961003196532
150.0,204.4977409204033
129.99999999999994,118.99711909366243
69.00000000000003,51.49934093751043
112.00000000000003,134.86873533307
39.0,46.16977610060603
114.99999999999999,79.39271722630636
48.99999999999999,47.838093785480645
100.00000000000003,178.72081244760705
120.00000000000003,96.06441381592109
99.00000000000004,90.6493392094536
109.00000000000004,91.25447828936355
78.0,57.47331374439281
104.99999999999997,107.78466405416596
35.0,51.420665653935416
189.0,112.47507866174179
52.00000000000001,64.92284902682249
138.99999999999994,122.59607732529737
249.9999999999999,193.8504639466738
100.00000000000003,96.72602656630909
35.99999999999999,37.014771330850124
64.99999999999997,78.65572798494766
150.0,158.31290317487407
198.99999999999991,191.29697238733516
75.0,92.38576138877346
99.00000000000004,80.0381990833834
67.00000000000001,125.75556989276524
132.99999999999997,152.00721710136366
150.0,147.87624084485213
249.9999999999999,243.35145503660402
121.00000000000003,146.6645762399781
120.00000000000003,160.73361291766707
155.0,118.02476982515337
78.99999999999997,163.35986181116235
100.99999999999996,75.88740493058637
35.0,68.82099323439402
60.00000000000001,61.72624433157229
160.00000000000003,239.5122173652141
125.0,138.77594772374547
200.0,199.25106666637828
55.00000000000002,42.41231495887394
100.00000000000003,110.9293360885979
138.99999999999994,203.20225420121736
60.00000000000001,79.41079449254735
219.99999999999991,189.84000920905996
150.0,161.95968844162238
60.00000000000001,59.12273700649704
51.00000000000001,51.94796916239879
69.00000000000003,61.31237556906657
165.00000000000006,164.52501549288903
270.00000000000006,199.50398792305867
75.0,79.37311795867842
160.00000000000003,195.23387945956898
55.00000000000002,60.78098398100226
47.99999999999999,49.62956965072278
70.0,156.11025900305518
89.99999999999997,98.20949870847346
102.99999999999999,88.4115907074799
35.0,50.18722863440389
100.00000000000003,141.8084806657823
40.00000000000001,52.13713784798311
80.00000000000003,72.79868722004184
54.000000000000014,64.63668998904741
125.0,139.45006679753482
26.999999999999996,31.316832347360997
125.0,159.00009699780273
75.0,54.10132113923154
100.00000000000003,100.31758031925796
150.0,164.5110205277606
120.00000000000003,107.11978080121757
89.99999999999997,103.08948439180412
194.99999999999991,158.27792982595278
64.99999999999997,62.11203075253531
84.99999999999997,82.11758987322715
80.00000000000003,79.80515469908018
148.99999999999997,165.9090037536184
158.99999999999994,130.98233446658483
56.999999999999986,77.06891492916738
190.0,181.81241632989622
138.99999999999994,86.85538267443995
60.00000000000001,55.359649008939314
140.00000000000003,75.48376606516742
50.0,47.77114327235828
185.00000000000009,161.3809134918826
198.99999999999991,252.52229899183905
150.0,110.17097578061257
225.00000000000009,160.4900361812471
80.00000000000003,86.18869389809772
35.99999999999999,56.319674076489605
200.0,212.17842999464636
42.0,61.97609878499635
89.99999999999997,95.08062445542184
157.00000000000003,161.40689075273593
45.0,61.14351364152756
249.9999999999999,217.3817412810686
123.00000000000003,95.45000961093176
215.00000000000006,235.12704372615494
100.00000000000003,135.6570955841832
200.0,168.1022095901295
200.0,130.7226378221643
208.99999999999994,241.3686906845863
50.0,51.16848471290958
35.0,34.7470380899308
84.99999999999997,54.85255489066935
69.00000000000003,79.31308814672626
229.99999999999994,212.83373630460719
120.00000000000003,138.72285898469661
148.99999999999997,177.14527901745765
148.99999999999997,140.90912837768295
67.00000000000001,85.88441083485006
86.0,78.94724832249213
25.000000000000004,45.07321234554637
132.0,189.8674689512493
174.99999999999991,216.50148446211912
89.99999999999997,98.09229920471005
87.00000000000003,94.34350008940692
45.0,55.49771580469964
100.00000000000003,96.86901814621373
35.0,106.25165970117816
68.00000000000001,56.06649412697874
55.00000000000002,57.112385596171
100.99999999999996,65.08307232286518
61.99999999999999,51.68161646412779
200.0,203.6806999389695
84.99999999999997,90.65357200296957
150.0,130.1847188203905
124.00000000000004,144.33498278383706
32.0,32.42269607847956
165.00000000000006,184.24633146305663
45.0,55.538876715255824
56.999999999999986,52.236527497086556
226.00000000000006,161.92925773004717
266.00000000000006,275.864401223473
180.00000000000006,195.9635056709118
61.99999999999999,91.09037317500993
60.00000000000001,90.7357367570861
244.99999999999991,166.77117826712
50.0,80.06409464685166
84.99999999999997,89.88275931101069
225.00000000000009,206.5876153444157
40.00000000000001,51.048905499887034
50.0,59.893731944355345
89.99999999999997,74.1293393125177
298.99999999999994,197.45137755024052
60.00000000000001,49.511009196066425
63.99999999999998,75.80134341008389
271.0000000000001,267.23772356374735
80.00000000000003,111.22481954047258
69.00000000000003,81.02526796479094
248.9999999999999,186.88528795854134
58.999999999999986,58.076327627040584
140.00000000000003,141.3364553464845
50.0,63.465210820463355
169.00000000000006,151.9846632817485
145.0,154.87368955556215
94.0,82.31595129530987
86.0,94.93906461981803
150.0,79.08379213663795
162.0,137.79918790983737
129.99999999999994,130.67866116809648
200.0,66.23374790670084
140.00000000000003,83.53956409474013
176.99999999999997,155.74104096832906
127.99999999999997,175.14961798262308
55.00000000000002,54.91165415448697
89.99999999999997,91.1574964138708
100.00000000000003,95.00856405887733
50.0,73.95967261604959
118.99999999999997,91.96990452544247
30.0,102.13569794679947
94.0,101.28736823578659
100.00000000000003,74.27737583423482
60.00000000000001,58.08099944942198
192.0,175.21579805875666
82.99999999999999,119.2478280581003
238.99999999999997,244.12552307092704
80.00000000000003,93.43655383020614
89.0,120.01866093863859
45.0,40.61903238689865
100.00000000000003,120.01633085506269
239.99999999999994,206.01275710555032
70.0,82.94219410197094
120.00000000000003,90.15453870733735
125.0,128.04068233837847
100.00000000000003,52.58552583993955
60.00000000000001,61.452249332084634
112.00000000000003,100.44170633341078
109.00000000000004,102.21830613460472
150.0,112.78483605713096
249.9999999999999,250.1937452334902
45.0,55.899326905533314
64.99999999999997,69.07534069916379
47.00000000000001,68.7855379872878
140.00000000000003,124.6608361078708
249.9999999999999,162.82517276463142
148.99999999999997,141.15711076530172
47.99999999999999,52.98919698568755
64.99999999999997,60.694656350842656
80.00000000000003,78.89199882621725
50.0,70.4950188349193
100.00000000000003,58.09354385583072
80.00000000000003,111.66156667126579
80.00000000000003,80.84909550274153
290.0000000000001,206.59388087170515
118.99999999999997,58.204870142726044
140.00000000000003,104.8424533174593
45.0,49.67115985246264
200.0,171.76385316388144
225.00000000000009,222.46984806135856
120.00000000000003,187.04308787407476
200.0,99.7760367711315
150.0,152.69074080992192
129.99999999999994,101.58596703462827
37.99999999999999,44.32032837374635
36.99999999999999,53.44282780436376
150.0,155.361414274294
215.00000000000006,258.36041957123587
55.00000000000002,64.52923288635512
81.00000000000001,117.21080947544552
128.99999999999997,142.68219358760444
219.99999999999991,164.03174896602482
137.99999999999997,111.52689804321935
104.99999999999997,105.82075671446499
109.99999999999997,69.19565146705376
125.0,107.55884452324992
118.00000000000003,139.80731899435372
89.99999999999997,95.33882958379091
150.0,130.90718363412864
120.00000000000003,89.65600718186622
290.0000000000001,255.76586749248173
69.00000000000003,58.463839116316095
129.99999999999994,189.54484191772585
190.0,193.97157639383425
23.000000000000004,44.79614514045293
99.00000000000004,85.28508102371705
55.00000000000002,55.074301370294236
150.0,101.01155721551363
75.0,81.5927929028148
